id,name,first_name,last_name,current_male_female,predicted_male_female,status,note
78d4ecaf-02d5-4632-8c96-20e40596f576,__Legacy__78d4ecaf-02d5-4632-8c96-20e40596f576,Jodi,Picoult,\N,female,matched_first_name,"inferred from first name ""Jodi"""
e08d4436-8263-48f9-b8d6-8d4a0dcb2379,__Legacy__E08d4436-8263-48f9-B8d6-8d4a0dcb2379,\N,W√∂Tzel,\N,,no_first_name,no first_name available to infer gender
f50e790e-2355-4e2d-8228-a64a8011a8cc,Winter,Marcela De,Winter,\N,female,matched_first_name,"inferred from first name ""Marcela"""
3c6e90cb-9205-4b0e-af2b-b48e3be9f4ba,__Legacy__3c6e90cb-9205-4b0e-Af2b-B48e3be9f4ba,\N,Waffender,\N,,no_first_name,no first_name available to infer gender
994ed254-c87d-4a79-9eea-2f7d99211b59,Susan Abulhawa,Susan,Abulhawa,\N,female,matched_first_name,"inferred from first name ""Susan"""
43002f5d-a45b-4ba8-ba0e-6c48ea49cfe6,__Legacy__43002f5d-A45b-4ba8-Ba0e-6c48ea49cfe6,V.,Peest,\N,,unmatched_artifact,"token ""V."" looks like a prefix/title/surname artifact, not a given name"
cffc6319-3f40-4950-ae24-11b1caaac13d,Michael Peinkofer,Michael,Peinkofer,\N,male,matched_first_name,"inferred from first name ""Michael"""
f0ea910a-c982-4b30-869b-c3ee9a78933e,andreas brendt,Andreas,Brendt,\N,male,matched_first_name,"inferred from first name ""Andreas"""
54605842-fdab-450e-885a-190686147de6,louis bromfield,Louis,Bromfield,\N,male,matched_first_name,"inferred from first name ""Louis"""
0ae7d88f-9633-4660-9fef-79bdbe2bb6e9,__Legacy__0ae7d88f-9633-4660-9fef-79bdbe2bb6e9,Aravind,Adiga,\N,male,matched_first_name,"inferred from first name ""Aravind"""
031fa3eb-69e7-46e3-99d9-d21e68bb700a,__Legacy__031fa3eb-69e7-46e3-99d9-D21e68bb700a,Matthias,Pöhm,\N,male,matched_first_name,"inferred from first name ""Matthias"""
e33273af-ac48-4d59-8479-cc2c9dd97bcd,__Legacy__E33273af-Ac48-4d59-8479-Cc2c9dd97bcd,\N,Alsanea,\N,,no_first_name,no first_name available to infer gender
8708fefe-2178-4d25-9546-cd534f0e7d5f,__Legacy__8708fefe-2178-4d25-9546-Cd534f0e7d5f,\N,Amery,\N,,no_first_name,no first_name available to infer gender
c6441cc3-fec3-49a8-b60f-f98bf87dfee6,__Legacy__C6441cc3-Fec3-49a8-B60f-F98bf87dfee6,\N,Anonym,\N,,no_first_name,no first_name available to infer gender
c84f3e70-3e8e-4fdf-9e8c-070438fa7ab9,__Legacy__C84f3e70-3e8e-4fdf-9e8c-070438fa7ab9,\N,Antonis,\N,,no_first_name,no first_name available to infer gender
ad2fc812-68d5-4e59-949a-050d316846b4,__Legacy__Ad2fc812-68d5-4e59-949a-050d316846b4,\N,Applegate,\N,,no_first_name,no first_name available to infer gender
9027c251-4292-4b12-993e-968d54947186,__Legacy__9027c251-4292-4b12-993e-968d54947186,\N,Arens,\N,,no_first_name,no first_name available to infer gender
4868d1ad-54ab-4fb5-9127-45b3419c68e9,__Legacy__4868d1ad-54ab-4fb5-9127-45b3419c68e9,\N,Arenz,\N,,no_first_name,no first_name available to infer gender
c18451fa-52ac-46c6-af8e-7f68030a8898,__Legacy__C18451fa-52ac-46c6-Af8e-7f68030a8898,\N,Arnemann,\N,,no_first_name,no first_name available to infer gender
b6566d20-6f1f-42a1-a537-14cd37faffec,__Legacy__B6566d20-6f1f-42a1-A537-14cd37faffec,\N,Arthus-Bertrand,\N,,no_first_name,no first_name available to infer gender
62ff21b2-585b-44fc-971c-155d9737f6ea,__Legacy__62ff21b2-585b-44fc-971c-155d9737f6ea,\N,Arz,\N,,no_first_name,no first_name available to infer gender
5832bfb9-bc53-46d7-9080-53e245ba3fcf,__Legacy__5832bfb9-Bc53-46d7-9080-53e245ba3fcf,\N,Ashley,\N,,no_first_name,no first_name available to infer gender
32d89b5b-74f6-40ca-b61a-a3f275a3baf3,__Legacy__32d89b5b-74f6-40ca-B61a-A3f275a3baf3,\N,Asserate,\N,,no_first_name,no first_name available to infer gender
87192585-ded4-455c-9f51-df0b4790c653,__Legacy__87192585-Ded4-455c-9f51-Df0b4790c653,\N,Athwal,\N,,no_first_name,no first_name available to infer gender
e5b7ea03-82fc-41d1-bc45-f636e1d40cfc,__Legacy__E5b7ea03-82fc-41d1-Bc45-F636e1d40cfc,Margaret,Atwood,\N,female,matched_first_name,"inferred from first name ""Margaret"""
0bc124ce-c36c-4b7f-8b65-4126fe3fd5a1,__Legacy__0bc124ce-C36c-4b7f-8b65-4126fe3fd5a1,\N,Auboyer,\N,,no_first_name,no first_name available to infer gender
c8cb412e-8ba5-444c-8999-6fdb8a5781ac,__Legacy__C8cb412e-8ba5-444c-8999-6fdb8a5781ac,\N,Augustiny,\N,,no_first_name,no first_name available to infer gender
29c9f5cd-99e3-4199-9161-20b0590035a5,__Legacy__29c9f5cd-99e3-4199-9161-20b0590035a5,\N,Aust,\N,,no_first_name,no first_name available to infer gender
504ea770-fe4e-430d-bdc3-5d71effd4515,__Legacy__504ea770-Fe4e-430d-Bdc3-5d71effd4515,Hans,Kammerlander,\N,male,matched_first_name,"inferred from first name ""Hans"""
937ba5b3-5405-4f34-b681-a1c72937edcb,__Legacy__937ba5b3-5405-4f34-B681-A1c72937edcb,\N,Axelsson,\N,,no_first_name,no first_name available to infer gender
7fd420ec-d8d0-405d-958a-4aab3c0daee4,__Legacy__7fd420ec-D8d0-405d-958a-4aab3c0daee4,\N,Ayata,\N,,no_first_name,no first_name available to infer gender
a8041487-761c-4815-94fe-410462c1380e,__Legacy__A8041487-761c-4815-94fe-410462c1380e,\N,Ayoub,\N,,no_first_name,no first_name available to infer gender
666644c5-75a4-4674-9381-03edc8150322,__Legacy__666644c5-75a4-4674-9381-03edc8150322,\N,Aziz,\N,,no_first_name,no first_name available to infer gender
62eebd18-e9fa-4d6f-a9ec-d99210905cc3,__Legacy__62eebd18-E9fa-4d6f-A9ec-D99210905cc3,\N,Baar,\N,,no_first_name,no first_name available to infer gender
c80b00aa-3047-4ff7-a0a6-88c6feff178c,__Legacy__C80b00aa-3047-4ff7-A0a6-88c6feff178c,\N,Babendererde,\N,,no_first_name,no first_name available to infer gender
a0799de7-9c8d-4ff3-955e-ecd60309895d,__Legacy__A0799de7-9c8d-4ff3-955e-Ecd60309895d,\N,Bacchelli,\N,,no_first_name,no first_name available to infer gender
23533ea8-bdef-4da9-b59e-b44bccd0b519,__Legacy__23533ea8-Bdef-4da9-B59e-B44bccd0b519,\N,Backes,\N,,no_first_name,no first_name available to infer gender
0722f177-2e08-4e96-965f-3610d5398635,__Legacy__0722f177-2e08-4e96-965f-3610d5398635,\N,Binder,\N,,no_first_name,no first_name available to infer gender
bf9544a5-dd7e-4f18-98df-245ce2e80a04,__Legacy__Bf9544a5-Dd7e-4f18-98df-245ce2e80a04,\N,Binding,\N,,no_first_name,no first_name available to infer gender
11c8b831-9ce4-43ef-9659-ed6003818569,__Legacy__11c8b831-9ce4-43ef-9659-Ed6003818569,\N,Biolek,\N,,no_first_name,no first_name available to infer gender
fd6e7bb4-ef25-4f8e-a4ca-d47874dc3991,__Legacy__Fd6e7bb4-Ef25-4f8e-A4ca-D47874dc3991,\N,Birbaumer,\N,,no_first_name,no first_name available to infer gender
bda246e8-0415-43b0-a5a6-ef35109339cf,__Legacy__Bda246e8-0415-43b0-A5a6-Ef35109339cf,\N,Birkenbihl,\N,,no_first_name,no first_name available to infer gender
6dca622c-81af-4f64-8110-76e54eaeaa48,__Legacy__6dca622c-81af-4f64-8110-76e54eaeaa48,\N,Birker,\N,,no_first_name,no first_name available to infer gender
b6598264-1738-422f-bdea-827e96252ebe,__Legacy__B6598264-1738-422f-Bdea-827e96252ebe,\N,Birkner,\N,,no_first_name,no first_name available to infer gender
3c715782-9dab-40dd-943b-474fe626bca2,__Legacy__3c715782-9dab-40dd-943b-474fe626bca2,\N,Bischof,\N,,no_first_name,no first_name available to infer gender
f4e1d645-2c4b-4859-88e5-de80ba5f24aa,__Legacy__F4e1d645-2c4b-4859-88e5-De80ba5f24aa,\N,Bisley,\N,,no_first_name,no first_name available to infer gender
35856474-1619-4555-8b9b-7989f5252059,__Legacy__35856474-1619-4555-8b9b-7989f5252059,\N,Bisping,\N,,no_first_name,no first_name available to infer gender
bb1af159-6e21-41cb-b3d3-b646990aa78a,__Legacy__Bb1af159-6e21-41cb-B3d3-B646990aa78a,\N,Bittrich,\N,,no_first_name,no first_name available to infer gender
226264cb-8649-4414-a2fc-593a82c0d245,__Legacy__226264cb-8649-4414-A2fc-593a82c0d245,\N,Alten,\N,,no_first_name,no first_name available to infer gender
8943076d-e1a2-48db-b936-9e527d9efd23,__Legacy__8943076d-E1a2-48db-B936-9e527d9efd23,Sherry,Argov,\N,female,matched_first_name,"inferred from first name ""Sherry"""
38494eb5-7b24-4ca3-b20b-c7bc693a98d1,__Legacy__38494eb5-7b24-4ca3-B20b-C7bc693a98d1,Jane,Austen,\N,female,matched_first_name,"inferred from first name ""Jane"""
8a11de65-cb81-4896-980d-450cadc2c3fd,__Legacy__8a11de65-Cb81-4896-980d-450cadc2c3fd,André,Aciman,\N,male,matched_first_name,"inferred from first name ""André"""
619a26b2-c117-4f66-8af7-0f99b46cdf9f,__Legacy__619a26b2-C117-4f66-8af7-0f99b46cdf9f,Fredrik,Backman,\N,male,matched_first_name,"inferred from first name ""Fredrik"""
12af4502-0f76-49bc-b2a8-c200e09eb0a4,__Legacy__12af4502-0f76-49bc-B2a8-C200e09eb0a4,Gerhard,Allgeier,\N,male,matched_first_name,"inferred from first name ""Gerhard"""
9b074cc4-cc81-449a-8e1d-e98588d8723f,jorn altmann,Jörn,Altmann,\N,male,matched_first_name,"inferred from first name ""Jörn"""
1a6082e6-1a96-4a10-a50a-5d87057df0be,__Legacy__1a6082e6-1a96-4a10-A50a-5d87057df0be,Peter,Lueckemeier,\N,male,matched_first_name,"inferred from first name ""Peter"""
2b51be49-c2ee-43ae-a1ae-02235e59e2d9,Petersen,\N,Petersen,\N,,no_first_name,no first_name available to infer gender
76f1a952-a10a-4f36-9838-4211fc40fc80,__Legacy__76f1a952-A10a-4f36-9838-4211fc40fc80,\N,Benioff,\N,,no_first_name,no first_name available to infer gender
85dcaf17-43cc-46a9-b26b-ea4fa41bc4ba,__Legacy__85dcaf17-43cc-46a9-B26b-Ea4fa41bc4ba,\N,Benjamin,\N,,no_first_name,no first_name available to infer gender
76f5c7c6-0a18-46e0-8c3e-44bb35e5e346,__Legacy__76f5c7c6-0a18-46e0-8c3e-44bb35e5e346,\N,Bennett,\N,,no_first_name,no first_name available to infer gender
e73e19c0-6e43-49cc-b735-50e2711b7ecc,__Legacy__E73e19c0-6e43-49cc-B735-50e2711b7ecc,\N,Benoist-Mechin,\N,,no_first_name,no first_name available to infer gender
19f3e73e-e57a-410b-bbeb-3c583ceed882,__Legacy__19f3e73e-E57a-410b-Bbeb-3c583ceed882,\N,Benoit,\N,,no_first_name,no first_name available to infer gender
2f63344a-465b-4d23-b7fe-7a1e93320da3,__Legacy__2f63344a-465b-4d23-B7fe-7a1e93320da3,\N,Beoethy,\N,,no_first_name,no first_name available to infer gender
2090d538-21e0-4e9c-aa4f-0cb4bf88f787,__Legacy__2090d538-21e0-4e9c-Aa4f-0cb4bf88f787,\N,Bercholz,\N,,no_first_name,no first_name available to infer gender
83d4811f-db15-4bcd-bfc4-56730e2ea598,__Legacy__83d4811f-Db15-4bcd-Bfc4-56730e2ea598,\N,Berendt,\N,,no_first_name,no first_name available to infer gender
e5f91366-89fd-4f95-bfeb-dc7109818a3d,__Legacy__E5f91366-89fd-4f95-Bfeb-Dc7109818a3d,\N,Beresford,\N,,no_first_name,no first_name available to infer gender
f830623d-68fd-491f-bdaa-8ca2d0f4cf34,__Legacy__F830623d-68fd-491f-Bdaa-8ca2d0f4cf34,\N,Bergin,\N,,no_first_name,no first_name available to infer gender
e8db1b0f-74df-45d1-a986-6307c72b3e20,__Legacy__E8db1b0f-74df-45d1-A986-6307c72b3e20,\N,Peskow,\N,,no_first_name,no first_name available to infer gender
f3922f32-3a5a-4c9e-aa76-affb57e8ee3d,__Legacy__F3922f32-3a5a-4c9e-Aa76-Affb57e8ee3d,\N,Boeger,\N,,no_first_name,no first_name available to infer gender
531c5d69-4b0d-48a5-8c20-6478d6121b7f,__Legacy__531c5d69-4b0d-48a5-8c20-6478d6121b7f,\N,Boehm,\N,,no_first_name,no first_name available to infer gender
9b7642b3-fbd0-4a23-985f-e054737445e1,__Legacy__9b7642b3-Fbd0-4a23-985f-E054737445e1,\N,Boerchers,\N,,no_first_name,no first_name available to infer gender
1084ce19-1023-401f-b4ad-5874ab71bee6,__Legacy__1084ce19-1023-401f-B4ad-5874ab71bee6,\N,Boff,\N,,no_first_name,no first_name available to infer gender
27156b74-077a-48f6-8d48-1727a7014057,__Legacy__27156b74-077a-48f6-8d48-1727a7014057,\N,Boge-Erli,\N,,no_first_name,no first_name available to infer gender
c76905e2-8c38-4c40-bf75-56701f1d3b86,__Legacy__C76905e2-8c38-4c40-Bf75-56701f1d3b86,\N,Bohjalion,\N,,no_first_name,no first_name available to infer gender
fe7735f2-0573-489b-8dd9-7d34cd444ee8,__Legacy__Fe7735f2-0573-489b-8dd9-7d34cd444ee8,\N,Bohne,\N,,no_first_name,no first_name available to infer gender
95075721-67bc-46d8-bc43-45ae38d6aadd,__Legacy__95075721-67bc-46d8-Bc43-45ae38d6aadd,\N,Boie,\N,,no_first_name,no first_name available to infer gender
5f5e22d5-e76e-4178-8b65-fc8a55ce316c,__Legacy__5f5e22d5-E76e-4178-8b65-Fc8a55ce316c,\N,Boldrini,\N,,no_first_name,no first_name available to infer gender
97d15a60-77ec-4e06-92c9-b38166a96e25,__Legacy__97d15a60-77ec-4e06-92c9-B38166a96e25,\N,Bolesch,\N,,no_first_name,no first_name available to infer gender
abbf2790-ea05-40e5-9a67-8416ae5b9436,__Legacy__Abbf2790-Ea05-40e5-9a67-8416ae5b9436,\N,Bolle,\N,,no_first_name,no first_name available to infer gender
e6b40139-6632-423f-9ca0-6491cd398f7a,__Legacy__E6b40139-6632-423f-9ca0-6491cd398f7a,\N,Bolte,\N,,no_first_name,no first_name available to infer gender
9a1f64bb-a62d-4918-b2a8-b429b9c8a542,__Legacy__9a1f64bb-A62d-4918-B2a8-B429b9c8a542,\N,Bolton,\N,,no_first_name,no first_name available to infer gender
de178862-4742-4e46-ba5d-f4afc4a7ca20,__Legacy__De178862-4742-4e46-Ba5d-F4afc4a7ca20,\N,Bombeck,\N,,no_first_name,no first_name available to infer gender
dd434f8e-ac6c-4438-8c56-5d519bf6c222,__Legacy__Dd434f8e-Ac6c-4438-8c56-5d519bf6c222,\N,Bonatti,\N,,no_first_name,no first_name available to infer gender
97f26df2-a289-4215-9a0b-2802fe479053,__Legacy__97f26df2-A289-4215-9a0b-2802fe479053,\N,Bongers,\N,,no_first_name,no first_name available to infer gender
403e4f04-b38b-4c93-a385-49113aef68d8,__Legacy__403e4f04-B38b-4c93-A385-49113aef68d8,\N,Bonner,\N,,no_first_name,no first_name available to infer gender
258384f4-59ca-45c5-b3c0-e8fa7aa39466,__Legacy__258384f4-59ca-45c5-B3c0-E8fa7aa39466,\N,Bonnet,\N,,no_first_name,no first_name available to infer gender
3116127b-f5eb-485a-8f01-58de28bae2d7,__Legacy__3116127b-F5eb-485a-8f01-58de28bae2d7,\N,Fleischmann,\N,,no_first_name,no first_name available to infer gender
332c267e-59b0-499b-beae-b30afd51b4ae,__Legacy__332c267e-59b0-499b-Beae-B30afd51b4ae,William E.,Bowman,\N,male,matched_first_name,"inferred from first name ""William"""
32439705-e5b5-41e3-9787-9a12a6c94a84,__Legacy__32439705-E5b5-41e3-9787-9a12a6c94a84,Alexander,Lernet-Holenia,\N,male,matched_first_name,"inferred from first name ""Alexander"""
24c0bad7-c921-441d-b71a-ffd54fb7e362,__Legacy__24c0bad7-C921-441d-B71a-Ffd54fb7e362,\N,Iwanowski,\N,,no_first_name,no first_name available to infer gender
532b4411-5b22-41c2-aef7-6f8e2bf9f6f7,__Legacy__532b4411-5b22-41c2-Aef7-6f8e2bf9f6f7,\N,Jacobs,\N,,no_first_name,no first_name available to infer gender
f6b661e3-ce9b-4f22-9dd8-e13f5888cafc,__Legacy__F6b661e3-Ce9b-4f22-9dd8-E13f5888cafc,Leonore,Fleischer,\N,female,matched_first_name,"inferred from first name ""Leonore"""
00e4fb52-c058-4df7-99e9-5ff59d8f84f9,__Legacy__00e4fb52-C058-4df7-99e9-5ff59d8f84f9,Kari,Köster-Lösche,\N,female,matched_first_name,"inferred from first name ""Kari"""
30130baf-fa3e-42fe-97b2-e65f91b6201f,graeme-evans,Posie,Graeme-Evans,\N,female,matched_first_name,"inferred from first name ""Posie"""
9a487ff1-d8f2-4092-9457-28eba43baa57,Tony Buzan,Tony,Buzan,\N,,ambiguous,ambiguous (Anthony vs Antonia)
448a872f-b7bd-4f26-803b-eba01782cae9,__Legacy__448a872f-B7bd-4f26-803b-Eba01782cae9,Lennox,Armstrong,\N,male,matched_first_name,"inferred from first name ""Lennox"""
3299babb-a9bb-4663-86bc-d562427a5ad4,__Legacy__3299babb-A9bb-4663-86bc-D562427a5ad4,Krone,Schmalz,\N,,unmatched_artifact,"token ""Krone"" looks like a prefix/title/surname artifact, not a given name"
a8d8668e-ca21-4fcd-a214-62c263583e98,Irina Korschunow,Irina,Korschunow,\N,female,matched_first_name,"inferred from first name ""Irina"""
b1c895ee-34a7-4dc8-9489-d4826623cf92,__Legacy__B1c895ee-34a7-4dc8-9489-D4826623cf92,Jean,Liedlogg,\N,,ambiguous,"ambiguous (male in French/German contexts, female in English)"
9d66d52f-c7fa-4cb0-877d-bac3d0ceffbc,__Legacy__9d66d52f-C7fa-4cb0-877d-Bac3d0ceffbc,Cheryl,Benard,\N,female,matched_first_name,"inferred from first name ""Cheryl"""
62a4431a-b652-4002-8dbd-6f7a6282c027,__Legacy__62a4431a-B652-4002-8dbd-6f7a6282c027,Jürgen,Bertram,\N,male,matched_first_name,"inferred from first name ""Jürgen"""
1fd772ca-aa8d-4ce4-99da-71aa17eed963,Heinrich Böll,Heinrich,Böll,\N,male,matched_first_name,"inferred from first name ""Heinrich"""
e92eee90-a765-4505-b983-25787c31d5cc,__Legacy__E92eee90-A765-4505-B983-25787c31d5cc,Peters,Kuehlinger,\N,,unmatched_artifact,"token ""Peters"" looks like a prefix/title/surname artifact, not a given name"
c7dc024f-0df8-4d52-8b9a-a6690a36c602,__Legacy__C7dc024f-0df8-4d52-8b9a-A6690a36c602,Boije At,Gennaes,\N,male,matched_first_name,"inferred from first name ""Boije"""
b7afcfed-f335-49ce-8905-3eb4785236f1,Edward Bulwer-Lytton,Edward,Bulwer-Lytton,\N,male,matched_first_name,"inferred from first name ""Edward"""
8df84553-3618-4371-8c4d-73f01fc3ab1f,jacques yves cousteau,Jacques-Yves,Cousteau,\N,male,matched_first_name,"inferred from first name ""Jacques"""
e5ca7617-56ca-4efd-9d07-d16672b13f4c,richard carpenter,Richard,Carpenter,\N,male,matched_first_name,"inferred from first name ""Richard"""
4971e4df-e0f9-4013-a826-295e5ffb6eaa,maeve binchy,Maeve,Binchy,\N,female,matched_first_name,"inferred from first name ""Maeve"""
